epoch,train_loss,train_acc@1,train_acc@5,test_loss,test_acc@1,test_acc@5
1,1.4454141233062745,75.17,96.194,0.940970311832428,85.17,99.33999999999999
2,0.8041538739395142,82.516,98.64,0.6636532732963561,86.08,99.42
3,0.6486714603805542,83.25200000000001,98.762,0.5602204407691955,86.69,99.47
4,0.5785752418136597,83.59,98.79599999999999,0.496934153175354,86.98,99.48
5,0.5428862345123291,83.82,98.75399999999999,0.46553682155609133,87.24,99.44
6,0.5186959309196472,84.124,98.842,0.43887821807861327,87.72,99.53999999999999
7,0.4996319671154022,84.438,98.834,0.4205075301170349,87.77000000000001,99.49
8,0.4876767162704468,84.55,98.866,0.405579097700119,87.99,99.57000000000001
9,0.47389781383514407,84.732,98.98599999999999,0.39296463508605955,88.06,99.53999999999999
10,0.4734656957054138,84.702,98.868,0.3861538555622101,88.17,99.51
11,0.46499030584335327,84.98599999999999,98.87599999999999,0.3802558449745178,88.36,99.53999999999999
12,0.4628313764381409,84.834,98.882,0.3742049476623535,88.38000000000001,99.53
13,0.45773849626541135,84.926,98.844,0.3673039252281189,88.47,99.57000000000001
14,0.4546783570098877,85.076,98.932,0.36345646324157715,88.41,99.55000000000001
15,0.44959683995246885,85.112,98.92999999999999,0.3594642551898956,88.53999999999999,99.56
16,0.449506363286972,85.05,98.942,0.3568995054244995,88.39,99.56
17,0.4445438589286804,85.304,98.97200000000001,0.3521418449401855,88.56,99.57000000000001
18,0.4416295984554291,85.396,98.98,0.34952484092712405,88.64999999999999,99.57000000000001
19,0.4390304361343384,85.432,98.99,0.34624757118225097,88.62,99.61
20,0.439089771900177,85.36,98.99799999999999,0.34698286967277525,88.56,99.62
21,0.4327444903564453,85.624,98.956,0.3433838089942932,88.62,99.64
22,0.4332310593414307,85.586,99.02,0.3410592162132263,88.72,99.64
23,0.436804344701767,85.408,98.938,0.33962355732917787,88.68,99.63
24,0.4399896591377258,85.366,98.932,0.3380398428916931,88.79,99.64
25,0.43162371576309205,85.628,98.99,0.33590914402008054,88.88000000000001,99.65
26,0.4385262578392029,85.428,98.878,0.3348704409599304,88.86,99.63
27,0.4297596164894104,85.54,98.978,0.3352311344623566,88.86,99.66000000000001
28,0.429367338476181,85.662,98.968,0.3344245834350586,88.77000000000001,99.64
29,0.4274594344615936,85.626,98.982,0.33297230854034426,88.99000000000001,99.69
30,0.43099949612617494,85.63,98.99,0.3325584338188171,88.91,99.7
31,0.4305783919429779,85.668,98.934,0.33134362077713014,88.96,99.72
32,0.42688912133216855,85.71600000000001,98.962,0.3309955400466919,88.94,99.69
33,0.4274916533946991,85.67399999999999,98.982,0.3304221448421478,89.05,99.7
34,0.42747266317367555,85.724,98.996,0.33017256479263307,88.94,99.66000000000001
35,0.42765217153549195,85.48,99.002,0.3284639788150787,89.03999999999999,99.66000000000001
36,0.4251951303768158,85.884,99.072,0.32708725810050965,89.02,99.69
37,0.4219891089439392,85.856,98.956,0.3272397780418396,89.03,99.69
38,0.4231233273410797,85.896,99.046,0.3256924571990967,88.97,99.71
39,0.42201263127326966,85.932,99.014,0.3263616448879242,89.05,99.71
40,0.42264753531455995,85.89,98.952,0.3249331696033478,89.02,99.7
41,0.4244489071083069,85.656,98.99799999999999,0.32513624501228333,89.02,99.71
42,0.4277774780368805,85.77799999999999,98.916,0.3240354170322418,89.02,99.68
43,0.4216148595714569,85.98400000000001,98.99,0.3249533458709717,89.03999999999999,99.71
44,0.4180793996810913,86.04,98.966,0.3244090045928955,89.2,99.71
45,0.417304720993042,85.936,99.018,0.32268783388137817,89.22,99.71
46,0.42001285329818727,85.95,98.946,0.32267537426948545,89.16,99.69
47,0.4238556574440002,85.858,98.904,0.3231937533378601,89.14999999999999,99.7
48,0.42208316610336305,85.89,99.016,0.3220680170536041,89.22,99.71
49,0.42155358699798584,85.936,99.012,0.32299628982543943,89.05,99.71
50,0.42094813963890076,85.81,98.934,0.3232085951805115,89.11,99.7
51,0.4186790878391266,85.89,99.0,0.3221203776359558,89.25999999999999,99.7
52,0.41765251932144165,85.988,98.99799999999999,0.3215764036655426,89.24,99.72
53,0.4197713501739502,85.938,99.008,0.3207083766937256,89.19,99.7
54,0.4166293300056457,86.06,99.014,0.3214122919559479,89.05,99.68
55,0.42140779718399046,85.816,99.016,0.31985400223731997,89.16,99.69
56,0.41658296884536744,86.102,99.046,0.3204145795345306,89.3,99.68
57,0.41614020297050475,86.012,99.006,0.3211139883518219,89.09,99.69
58,0.42336685027122495,85.856,98.98599999999999,0.3205539312362671,89.2,99.7
59,0.4208128971672058,85.86399999999999,98.938,0.31813895649909973,89.2,99.71
60,0.4185257363510132,86.054,98.944,0.31947015690803526,89.19,99.72
61,0.4155962625026703,86.276,98.95,0.31838097519874575,89.27000000000001,99.72
62,0.42104896394729613,85.898,98.99799999999999,0.31825295090675354,89.3,99.7
63,0.42019030797958373,85.902,99.054,0.32031845283508303,89.12,99.71
64,0.4155992246055603,85.978,99.03800000000001,0.3191601993560791,89.23,99.7
65,0.4150212353038788,86.076,99.024,0.3175057412147522,89.29,99.71
66,0.4164349755573273,85.87599999999999,98.994,0.31794597072601316,89.22,99.68
67,0.41683759557724,85.87599999999999,99.028,0.3177430741786957,89.19,99.7
68,0.411687601108551,86.214,99.08,0.31832461137771606,89.25999999999999,99.7
69,0.4150544215011597,86.10600000000001,99.042,0.31831364793777467,89.02,99.71
70,0.41019812822341917,86.158,99.042,0.3173543408870697,89.32,99.68
71,0.41423216150283815,86.13199999999999,98.964,0.3182413314819336,89.19,99.69
72,0.413915094909668,86.054,98.98,0.3177191007137299,89.18,99.69
73,0.4134129260158539,86.116,98.978,0.31648066563606264,89.29,99.72999999999999
74,0.4161026753807068,86.164,99.00999999999999,0.3182498200416565,89.17,99.69
75,0.41361396900177,85.944,99.066,0.31544913511276246,89.27000000000001,99.71
76,0.41028946455955506,86.162,99.062,0.315688410615921,89.22,99.7
77,0.4115929811763763,86.126,99.03999999999999,0.3164384259223938,89.17,99.69
78,0.41016210584640506,86.168,99.036,0.316239536523819,89.19,99.71
79,0.4170177206325531,85.76,99.03800000000001,0.31618448333740234,89.32,99.72999999999999
80,0.4118168594455719,86.202,99.044,0.3167282705783844,89.32,99.7
81,0.4128850597000122,86.05000000000001,99.004,0.31752775354385376,89.17,99.71
82,0.41363136202812195,86.084,99.028,0.3160704929828644,89.44,99.7
83,0.41346420546531676,86.136,98.96000000000001,0.3168046444416046,89.14,99.71
84,0.4166948217487335,85.968,98.954,0.3164127498626709,89.3,99.7
85,0.4114618160820007,86.118,99.042,0.3158050019741058,89.19,99.71
86,0.41101252109527586,86.25399999999999,98.98400000000001,0.3161255198955536,89.23,99.7
87,0.40952147621154783,86.25399999999999,99.072,0.3145341281414032,89.3,99.68
88,0.40938817662239074,86.012,99.008,0.3161918408870697,89.35,99.72
89,0.41530832723617556,85.978,99.07000000000001,0.315371813249588,89.22,99.7
90,0.41585600915908816,86.034,98.98,0.31492984490394593,89.33,99.7
91,0.40902612966537477,86.246,99.08,0.31536407995224,89.32,99.7
92,0.4125432865715027,86.126,99.03800000000001,0.3157424743652344,89.36,99.71
93,0.4140823705673218,86.03,99.028,0.31526695733070376,89.4,99.7
94,0.4120087943267822,86.08200000000001,99.026,0.3157887934684753,89.22,99.7
95,0.410576470041275,86.19200000000001,99.0,0.3150724105834961,89.34,99.69
96,0.4089951998615265,86.334,99.05000000000001,0.3156454888343811,89.25,99.72
97,0.40939691284179686,85.978,99.064,0.3157662441253662,89.3,99.71
98,0.4118375271511078,86.064,98.98400000000001,0.31535165958404543,89.34,99.7
99,0.4105992062091827,86.13,99.012,0.3132874815940857,89.35,99.7
100,0.4079252613258362,86.384,99.048,0.31518481764793393,89.22,99.7
